5.0GHz simulated timing data
 Module1    Module2    Module3    Module4    Module5
   0.000,     0.000,     0.000,     0.000,     0.000
   0.200,     0.200,     0.200,     0.200,     0.200
   0.400,     0.400,     0.400,     0.400,     0.400
   0.600,     0.600,     0.600,     0.600,     0.600
   0.800,     0.800,     0.800,     0.800,     0.800
   1.000,     1.000,     1.000,     1.000,     1.000
   1.200,     1.200,     1.200,     1.200,     1.200
   1.400,     1.400,     1.400,     1.400,     1.400
   1.600,     1.600,     1.600,     1.600,     1.600
   1.800,     1.800,     1.800,     1.800,     1.800
   2.000,     2.000,     2.000,     2.000,     2.000
   2.200,     2.200,     2.200,     2.200,     2.200
   2.400,     2.400,     2.400,     2.400,     2.400
   2.600,     2.600,     2.600,     2.600,     2.600
   2.800,     2.800,     2.800,     2.800,     2.800
   3.000,     3.000,     3.000,     3.000,     3.000
   3.200,     3.200,     3.200,     3.200,     3.200
   3.400,     3.400,     3.400,     3.400,     3.400
   3.600,     3.600,     3.600,     3.600,     3.600
   3.800,     3.800,     3.800,     3.800,     3.800
   4.000,     4.000,     4.000,     4.000,     4.000
   4.200,     4.200,     4.200,     4.200,     4.200
   4.400,     4.400,     4.400,     4.400,     4.400
   4.600,     4.600,     4.600,     4.600,     4.600
   4.800,     4.800,     4.800,     4.800,     4.800
   5.000,     5.000,     5.000,     5.000,     5.000
   5.200,     5.200,     5.200,     5.200,     5.200
   5.400,     5.400,     5.400,     5.400,     5.400
   5.600,     5.600,     5.600,     5.600,     5.600
   5.800,     5.800,     5.800,     5.800,     5.800
   6.000,     6.000,     6.000,     6.000,     6.000
   6.200,     6.200,     6.200,     6.200,     6.200
   6.400,     6.400,     6.400,     6.400,     6.400
   6.600,     6.600,     6.600,     6.600,     6.600
   6.800,     6.800,     6.800,     6.800,     6.800
   7.000,     7.000,     7.000,     7.000,     7.000
   7.200,     7.200,     7.200,     7.200,     7.200
   7.400,     7.400,     7.400,     7.400,     7.400
   7.600,     7.600,     7.600,     7.600,     7.600
   7.800,     7.800,     7.800,     7.800,     7.800
   8.000,     8.000,     8.000,     8.000,     8.000
   8.200,     8.200,     8.200,     8.200,     8.200
   8.400,     8.400,     8.400,     8.400,     8.400
   8.600,     8.600,     8.600,     8.600,     8.600
   8.800,     8.800,     8.800,     8.800,     8.800
   9.000,     9.000,     9.000,     9.000,     9.000
   9.200,     9.200,     9.200,     9.200,     9.200
   9.400,     9.400,     9.400,     9.400,     9.400
   9.600,     9.600,     9.600,     9.600,     9.600
   9.800,     9.800,     9.800,     9.800,     9.800
  10.000,    10.000,    10.000,    10.000,    10.000
  10.200,    10.200,    10.200,    10.200,    10.200
  10.400,    10.400,    10.400,    10.400,    10.400
  10.600,    10.600,    10.600,    10.600,    10.600
  10.800,    10.800,    10.800,    10.800,    10.800
  11.000,    11.000,    11.000,    11.000,    11.000
  11.200,    11.200,    11.200,    11.200,    11.200
  11.400,    11.400,    11.400,    11.400,    11.400
  11.600,    11.600,    11.600,    11.600,    11.600
  11.800,    11.800,    11.800,    11.800,    11.800
  12.000,    12.000,    12.000,    12.000,    12.000
